size,pronoun,prime_verb,pd_bias,pd_bias_ratio,DO-DO,DO-PD,PD-DO,PD-PD
7b,True,THROW,0.27649813696970305,1.0341459588192063,0.8047713785075361,0.19522862149246392,0.6099473303483044,0.39005266965169555
7b,True,PROMISE,0.04471630442488485,1.100458179931285,0.7693924213537338,0.2306075786462662,0.6115992985017329,0.38840070149826716
7b,False,BRING,0.7253614700059176,0.9669558001444878,0.4634980238346569,0.5365019761653431,0.24421219806522768,0.7557878019347724
7b,False,DRAW,0.7877603989451317,0.9626378108306892,0.491244573601392,0.5087554263986079,0.1965302741236873,0.8034697258763128
7b,False,FIND,0.6106974701845289,0.987348274281544,0.5056366144647134,0.49436338553528664,0.19545001098954176,0.8045499890104583
7b,False,GET,0.5851542792293155,0.9911888418070126,0.5175225878524476,0.48247741214755235,0.21748453711020407,0.7825154628897959
7b,False,GIVE,0.5983778124988022,0.9886307960883078,0.3823546632223271,0.617645336777673,0.21066856501993736,0.7893314349800628
7b,False,KEEP,0.7120019223647504,0.9726934066482716,0.48536314354725935,0.5146368564527408,0.18906818075831702,0.8109318192416831
7b,False,LEAVE,0.680018296984754,0.97796513552634,0.446394608469325,0.553605391530675,0.19115280557945524,0.8088471944205449
7b,False,MAKE,0.7393447855023102,0.9687144507187571,0.40934885260308745,0.5906511473969127,0.19315522290731463,0.8068447770926854
7b,False,PURCHASE,0.8392673617976883,0.9487669195616835,0.4439221602966968,0.5560778397033032,0.21417951126294915,0.7858204887370509
7b,False,SAVE,0.6657641528628965,0.9802008761899488,0.46598396102059064,0.5340160389794094,0.19402174027585303,0.8059782597241469
7b,False,SELL,0.8392912061500155,0.9538942135936196,0.4090705672948179,0.5909294327051822,0.2136622599912649,0.7863377400087351
7b,False,SEND,0.7313947987054654,0.9709797951100665,0.4250412112207558,0.5749587887792442,0.22940658301371478,0.7705934169862853
7b,False,SHOW,0.4817720653974914,1.003485170306723,0.38049781259918075,0.6195021874008193,0.22483600832601486,0.7751639916739852
7b,False,SUPPLY,0.8648901527056414,0.9509189600862648,0.4718319851864447,0.5281680148135551,0.2439262175297285,0.7560737824702715
7b,False,DESIGN,0.9406634491388891,0.9254227034542712,0.4163571085835698,0.5836428914164302,0.20809635845210084,0.7919036415478992
7b,False,TAKE,0.8912892515564111,0.9334433633573213,0.5227357322916294,0.47726426770837066,0.25073851956305376,0.7492614804369463
